1,1,522.00,92.00,56.00,46.00,0.49,-1,-1,-1
1,2,581.00,111.00,71.00,61.00,0.48,-1,-1,-1
1,3,894.00,59.00,47.00,28.00,0.43,-1,-1,-1
1,4,534.00,47.00,64.00,64.00,0.43,-1,-1,-1
1,5,568.00,21.00,74.00,69.00,0.39,-1,-1,-1
1,6,630.00,68.00,51.00,46.00,0.39,-1,-1,-1
1,7,930.00,69.00,40.00,29.00,0.39,-1,-1,-1
2,1,522.00,92.00,56.00,46.00,0.49,-1,-1,-1
2,2,581.00,111.00,71.00,61.00,0.48,-1,-1,-1
2,3,894.00,59.00,47.00,28.00,0.43,-1,-1,-1
2,4,534.00,47.00,64.00,64.00,0.43,-1,-1,-1
2,5,568.00,21.00,74.00,69.00,0.40,-1,-1,-1
2,6,630.00,68.00,51.00,46.00,0.39,-1,-1,-1
2,7,930.00,69.00,40.00,29.00,0.38,-1,-1,-1
3,1,522.00,92.00,56.00,46.00,0.49,-1,-1,-1
3,2,581.00,111.00,71.00,61.00,0.48,-1,-1,-1
3,3,894.00,59.00,47.00,28.00,0.43,-1,-1,-1
3,4,534.00,47.00,64.00,64.00,0.43,-1,-1,-1
3,5,568.00,21.00,74.00,69.00,0.40,-1,-1,-1
3,6,630.00,68.00,51.00,46.00,0.39,-1,-1,-1
3,7,930.00,69.00,40.00,29.00,0.38,-1,-1,-1
4,1,522.00,92.00,56.00,46.00,0.49,-1,-1,-1
4,2,581.00,111.00,71.00,61.00,0.48,-1,-1,-1
4,3,894.00,59.00,47.00,28.00,0.43,-1,-1,-1
4,4,534.00,47.00,64.00,64.00,0.43,-1,-1,-1
4,5,568.00,21.00,74.00,69.00,0.40,-1,-1,-1
4,6,630.00,68.00,51.00,46.00,0.39,-1,-1,-1
4,7,930.00,69.00,40.00,29.00,0.38,-1,-1,-1
5,1,522.00,92.00,56.00,46.00,0.49,-1,-1,-1
5,2,581.00,111.00,71.00,61.00,0.48,-1,-1,-1
5,3,894.00,59.00,47.00,28.00,0.43,-1,-1,-1
5,4,534.00,47.00,64.00,64.00,0.43,-1,-1,-1
5,5,568.00,21.00,74.00,69.00,0.40,-1,-1,-1
5,6,630.00,68.00,51.00,46.00,0.39,-1,-1,-1
5,7,930.00,69.00,40.00,29.00,0.38,-1,-1,-1
6,1,65.00,299.00,216.00,173.00,0.50,-1,-1,-1
6,3,895.00,59.00,48.00,28.00,0.43,-1,-1,-1
6,4,304.00,99.00,156.00,149.00,0.49,-1,-1,-1
6,5,426.00,44.00,154.00,118.00,0.50,-1,-1,-1
6,6,400.00,207.00,152.00,144.00,0.50,-1,-1,-1
6,7,931.00,69.00,41.00,29.00,0.39,-1,-1,-1
6,8,957.00,239.00,136.00,105.00,0.49,-1,-1,-1
6,9,858.00,110.00,64.00,54.00,0.47,-1,-1,-1
7,1,65.00,299.00,216.00,173.00,0.50,-1,-1,-1
7,3,895.00,59.00,48.00,28.00,0.43,-1,-1,-1
7,4,304.00,99.00,156.00,149.00,0.49,-1,-1,-1
7,5,426.00,44.00,154.00,118.00,0.50,-1,-1,-1
7,6,400.00,207.00,152.00,144.00,0.50,-1,-1,-1
7,7,931.00,69.00,41.00,29.00,0.39,-1,-1,-1
7,8,957.00,239.00,136.00,105.00,0.49,-1,-1,-1
7,9,858.00,110.00,64.00,54.00,0.47,-1,-1,-1
8,3,896.00,60.00,46.00,28.00,0.44,-1,-1,-1
8,4,188.00,128.00,206.00,191.00,0.50,-1,-1,-1
8,5,360.00,54.00,193.00,139.00,0.50,-1,-1,-1
8,6,153.00,341.00,284.00,281.00,0.50,-1,-1,-1
8,7,932.00,70.00,40.00,28.00,0.38,-1,-1,-1
8,8,903.00,162.00,90.00,70.00,0.47,-1,-1,-1
8,9,840.00,82.00,48.00,43.00,0.42,-1,-1,-1
8,10,640.00,65.00,45.00,41.00,0.03,-1,-1,-1
8,11,555.00,66.00,49.00,36.00,0.02,-1,-1,-1
