1,1,517.00,80.00,61.00,49.00,0.49,-1,-1,-1
1,2,608.00,69.00,62.00,65.00,0.48,-1,-1,-1
1,3,562.00,63.00,47.00,44.00,0.47,-1,-1,-1
1,4,648.00,61.00,38.00,39.00,0.24,-1,-1,-1
1,5,587.00,54.00,37.00,32.00,0.09,-1,-1,-1
1,6,453.00,60.00,31.00,34.00,0.02,-1,-1,-1
2,1,514.00,82.00,62.00,48.00,0.48,-1,-1,-1
2,2,608.00,70.00,62.00,64.00,0.48,-1,-1,-1
2,3,561.00,63.00,48.00,44.00,0.47,-1,-1,-1
2,4,648.00,61.00,38.00,39.00,0.22,-1,-1,-1
2,5,587.00,54.00,37.00,32.00,0.09,-1,-1,-1
2,6,452.00,60.00,32.00,34.00,0.02,-1,-1,-1
3,1,502.00,87.00,65.00,51.00,0.49,-1,-1,-1
3,2,605.00,73.00,63.00,64.00,0.48,-1,-1,-1
3,3,556.00,63.00,54.00,45.00,0.48,-1,-1,-1
3,4,645.00,62.00,41.00,39.00,0.24,-1,-1,-1
3,5,588.00,54.00,38.00,31.00,0.07,-1,-1,-1
3,6,452.00,60.00,32.00,34.00,0.01,-1,-1,-1
4,1,474.00,98.00,73.00,59.00,0.49,-1,-1,-1
4,2,592.00,80.00,70.00,70.00,0.49,-1,-1,-1
4,3,552.00,64.00,52.00,45.00,0.46,-1,-1,-1
4,4,640.00,64.00,44.00,40.00,0.34,-1,-1,-1
4,5,587.00,54.00,38.00,30.00,0.26,-1,-1,-1
4,6,452.00,60.00,32.00,34.00,0.01,-1,-1,-1
5,1,424.00,120.00,88.00,69.00,0.49,-1,-1,-1
5,2,568.00,94.00,82.00,84.00,0.48,-1,-1,-1
5,3,542.00,68.00,60.00,46.00,0.48,-1,-1,-1
5,4,634.00,68.00,47.00,42.00,0.45,-1,-1,-1
5,5,582.00,54.00,44.00,35.00,0.37,-1,-1,-1
5,6,452.00,60.00,32.00,34.00,0.01,-1,-1,-1
6,1,329.00,160.00,119.00,94.00,0.50,-1,-1,-1
6,2,518.00,122.00,106.00,110.00,0.50,-1,-1,-1
6,3,524.00,75.00,67.00,52.00,0.48,-1,-1,-1
6,4,621.00,77.00,53.00,45.00,0.47,-1,-1,-1
6,5,578.00,56.00,46.00,35.00,0.45,-1,-1,-1
6,7,1070.00,427.00,210.00,209.00,0.50,-1,-1,-1
7,1,109.00,250.00,195.00,162.00,0.50,-1,-1,-1
7,2,413.00,181.00,157.00,167.00,0.50,-1,-1,-1
7,3,490.00,89.00,78.00,60.00,0.48,-1,-1,-1
7,4,602.00,91.00,60.00,51.00,0.49,-1,-1,-1
7,5,567.00,60.00,52.00,37.00,0.47,-1,-1,-1
7,7,984.00,281.00,152.00,121.00,0.50,-1,-1,-1
7,6,452.00,60.00,32.00,34.00,0.02,-1,-1,-1
8,2,70.00,349.00,357.00,368.00,0.50,-1,-1,-1
8,3,433.00,112.00,96.00,75.00,0.49,-1,-1,-1
8,4,575.00,111.00,70.00,62.00,0.48,-1,-1,-1
8,5,551.00,67.00,57.00,42.00,0.47,-1,-1,-1
8,7,934.00,198.00,103.00,84.00,0.49,-1,-1,-1
8,6,453.00,60.00,32.00,34.00,0.01,-1,-1,-1
8,8,1008.00,391.00,242.00,185.00,0.50,-1,-1,-1
9,3,324.00,152.00,135.00,107.00,0.50,-1,-1,-1
9,4,528.00,144.00,90.00,83.00,0.49,-1,-1,-1
9,5,526.00,79.00,64.00,48.00,0.48,-1,-1,-1
9,7,905.00,149.00,76.00,64.00,0.47,-1,-1,-1
9,6,452.00,60.00,32.00,34.00,0.01,-1,-1,-1
9,8,886.00,223.00,128.00,95.00,0.50,-1,-1,-1
10,3,72.00,247.00,237.00,196.00,0.50,-1,-1,-1
10,4,430.00,212.00,136.00,128.00,0.50,-1,-1,-1
10,5,484.00,97.00,78.00,57.00,0.49,-1,-1,-1
10,7,884.00,117.00,62.00,51.00,0.48,-1,-1,-1
10,6,452.00,60.00,32.00,34.00,0.02,-1,-1,-1
10,8,818.00,139.00,82.00,61.00,0.49,-1,-1,-1
10,9,946.00,316.00,174.00,146.00,0.49,-1,-1,-1
11,4,152.00,391.00,280.00,285.00,0.50,-1,-1,-1
11,5,413.00,126.00,101.00,72.00,0.49,-1,-1,-1
11,7,868.00,94.00,52.00,42.00,0.46,-1,-1,-1
11,6,453.00,60.00,31.00,33.00,0.02,-1,-1,-1
11,8,784.00,93.00,58.00,44.00,0.46,-1,-1,-1
11,9,857.00,180.00,100.00,85.00,0.48,-1,-1,-1
